scope,district_id,category,period_date,platform,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast,cancel_rate,return_rate,cancel_reasons_json,return_reasons_json,area_performance_score,area_rating,highest_rating,lowest_rating,avg_basket,avg_menu_price,avg_monthly_revenue,courier_fee,hourly_heatmap_json,negative_comment_total,negative_comment_rate,negative_avg_rating,platform_negative_distribution_json,rating_distribution_json,negative_word_cloud_json,courier_comparison_json
district,34-bağcılar,Dondurma,2026-05-01,Yemeksepeti,1584,31660,36.0,34.8,43.6,40.3,5962.86,273014.32,3719363.0,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,,2026-05-01,Uber Eats Trendyol Go,2266,34312,40.3,27.1,33.8,31.5,4383.47,167603.08,6637725.76,20.54,3.23,"[{""label"": ""Uzun bekleme"", ""percent"": 17.4, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 21.3, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 5.0, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 5.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 12.8, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 13.0, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 16.6, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 31.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 10.1, ""color"": ""#F99F1B""}]",87.7,4.5,4.74,3.28,167.33,249.96,447009,22,"[[4, 53, 92, 65, 19, 76, 72, 49, 46, 91, 42, 55, 11, 84, 86, 15, 50, 72, 47, 14, 62, 41, 86, 29], [26, 74, 9, 53, 88, 28, 42, 93, 53, 17, 84, 92, 49, 66, 14, 84, 60, 98, 28, 21, 8, 28, 7, 96], [79, 34, 66, 53, 12, 73, 86, 43, 67, 72, 61, 6, 8, 47, 11, 47, 96, 9, 55, 19, 31, 87, 89, 70], [62, 90, 72, 23, 98, 78, 33, 13, 8, 98, 22, 66, 87, 6, 64, 83, 9, 35, 93, 87, 20, 5, 26, 84], [10, 43, 16, 62, 82, 25, 79, 12, 17, 18, 67, 80, 82, 32, 12, 29, 58, 47, 98, 90, 55, 45, 19, 91], [77, 73, 21, 45, 31, 9, 79, 26, 46, 12, 19, 39, 22, 100, 57, 25, 93, 51, 74, 25, 60, 35, 78, 9], [21, 16, 84, 82, 52, 24, 6, 66, 14, 4, 4, 26, 15, 94, 87, 79, 40, 57, 92, 64, 92, 20, 30, 22]]",1609,25.46,2.62,"[{""platform_id"": 1, ""percent"": 36.4}, {""platform_id"": 2, ""percent"": 47.8}, {""platform_id"": 3, ""percent"": 15.8}]","[{""stars"": 5, ""percent"": 10.9, ""count"": 868}, {""stars"": 4, ""percent"": 25.8, ""count"": 2053}, {""stars"": 3, ""percent"": 29.3, ""count"": 1784}, {""stars"": 2, ""percent"": 26.5, ""count"": 1116}, {""stars"": 1, ""percent"": 12.0, ""count"": 309}]","[{""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Kötü"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 5}, {""text"": ""Bayat"", ""weight"": 5}, {""text"": ""Tatsız"", ""weight"": 2}, {""text"": ""Yağlı"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 21, ""avg_cost"": 30.53, ""monthly_revenue"": 4586, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 36.95, ""monthly_revenue"": 1418530, ""churn_label"": ""ORTA""}}"
district,34-bahçelievler,,2026-05-01,Getir,2537,31555,29.0,43.5,26.1,34.1,6305.49,212845.44,6084096.75,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,,2026-05-01,Yemeksepeti,2356,22838,27.6,26.0,35.7,29.0,4319.72,278725.93,3354297.49,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,1463,67277,36.1,36.6,33.4,43.7,13882.1,207515.81,3550664.34,9.56,5.85,"[{""label"": ""Uzun bekleme"", ""percent"": 15.3, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 10.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 22.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 6.8, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 16.7, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 11.1, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 18.7, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 26.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 22.2, ""color"": ""#F99F1B""}]",74.5,3.99,4.73,3.03,123.03,163.15,1004415,19,"[[8, 92, 76, 11, 39, 21, 18, 63, 62, 57, 25, 47, 32, 41, 81, 24, 85, 82, 25, 77, 74, 33, 15, 56], [70, 66, 31, 79, 64, 63, 39, 5, 97, 58, 98, 35, 35, 45, 59, 78, 32, 79, 23, 77, 4, 57, 9, 9], [64, 97, 68, 8, 58, 71, 54, 65, 93, 16, 61, 67, 34, 14, 75, 100, 5, 92, 97, 56, 31, 20, 49, 41], [34, 86, 15, 6, 65, 89, 43, 24, 94, 62, 77, 99, 78, 7, 62, 63, 21, 94, 55, 27, 51, 84, 63, 94], [85, 4, 84, 13, 53, 92, 46, 71, 8, 41, 58, 100, 38, 93, 82, 73, 77, 30, 91, 14, 83, 46, 98, 11], [69, 90, 50, 10, 18, 53, 50, 63, 83, 9, 50, 50, 26, 86, 75, 94, 12, 75, 94, 30, 21, 46, 34, 73], [18, 87, 65, 98, 100, 78, 93, 30, 100, 99, 32, 45, 49, 38, 68, 91, 58, 39, 10, 12, 51, 48, 61, 66]]",2553,25.53,2.18,"[{""platform_id"": 1, ""percent"": 38.7}, {""platform_id"": 2, ""percent"": 39.8}, {""platform_id"": 3, ""percent"": 21.4}]","[{""stars"": 5, ""percent"": 23.3, ""count"": 1098}, {""stars"": 4, ""percent"": 21.8, ""count"": 1553}, {""stars"": 3, ""percent"": 27.0, ""count"": 2436}, {""stars"": 2, ""percent"": 23.9, ""count"": 2426}, {""stars"": 1, ""percent"": 22.7, ""count"": 685}]","[{""text"": ""Eksik"", ""weight"": 1}, {""text"": ""Geç"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 2}, {""text"": ""Kötü"", ""weight"": 3}, {""text"": ""Lezzetsiz"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 30, ""avg_cost"": 28.01, ""monthly_revenue"": 4673, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 39.28, ""monthly_revenue"": 723792, ""churn_label"": ""ORTA""}}"
district,34-bahçelievler,Balık & Deniz Ürünleri,2026-05-01,Getir,2206,64721,38.5,27.6,31.9,36.1,11091.53,222879.2,3314747.54,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,1451,74719,48.7,37.9,33.2,33.6,11106.56,231576.6,5966786.28,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Börek,2026-05-01,Uber Eats Trendyol Go,2671,75175,38.7,34.2,36.3,47.5,7371.45,347316.93,4133909.69,12.44,6.46,"[{""label"": ""Uzun bekleme"", ""percent"": 26.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 8.7, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 10.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 28.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 17.4, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 13.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 20.7, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 25.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 13.5, ""color"": ""#F99F1B""}]",87.7,4.68,4.9,2.99,94.03,279.0,1504866,19,"[[60, 37, 51, 27, 30, 75, 94, 8, 89, 44, 48, 22, 51, 61, 73, 24, 72, 42, 19, 7, 55, 67, 22, 62], [44, 23, 4, 98, 73, 68, 46, 86, 94, 41, 64, 41, 100, 77, 89, 22, 76, 97, 60, 47, 92, 18, 97, 65], [9, 21, 90, 74, 18, 43, 7, 55, 83, 32, 61, 49, 15, 45, 11, 81, 86, 28, 78, 71, 32, 39, 29, 6], [14, 72, 61, 90, 89, 15, 69, 54, 28, 66, 44, 81, 81, 69, 11, 89, 50, 54, 22, 95, 58, 51, 53, 51], [5, 40, 48, 48, 43, 61, 75, 15, 31, 97, 60, 98, 57, 60, 40, 24, 97, 58, 97, 57, 21, 79, 80, 15], [22, 30, 42, 64, 71, 46, 12, 79, 100, 52, 15, 4, 56, 85, 38, 57, 26, 75, 63, 94, 76, 100, 21, 29], [27, 52, 41, 74, 66, 9, 42, 78, 42, 67, 75, 98, 63, 32, 7, 4, 23, 37, 42, 85, 85, 64, 19, 87]]",1678,23.34,2.74,"[{""platform_id"": 1, ""percent"": 23.6}, {""platform_id"": 2, ""percent"": 39.1}, {""platform_id"": 3, ""percent"": 37.4}]","[{""stars"": 5, ""percent"": 13.0, ""count"": 1067}, {""stars"": 4, ""percent"": 22.4, ""count"": 936}, {""stars"": 3, ""percent"": 24.0, ""count"": 1240}, {""stars"": 2, ""percent"": 21.6, ""count"": 1658}, {""stars"": 1, ""percent"": 13.7, ""count"": 828}]","[{""text"": ""Eksik"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 2}, {""text"": ""Soğuk"", ""weight"": 5}, {""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 29, ""avg_cost"": 42.57, ""monthly_revenue"": 4109, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 27.45, ""monthly_revenue"": 985915, ""churn_label"": ""ORTA""}}"
district,34-bahçelievler,Börek,2026-05-01,Getir,2218,61697,47.8,32.1,30.8,38.2,14299.49,278466.62,6832212.19,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Börek,2026-05-01,Yemeksepeti,1250,70114,27.4,40.1,35.9,46.8,13095.04,321241.79,4505361.54,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,1984,26280,38.4,32.0,27.9,28.4,7095.6,344701.96,5059972.52,23.42,4.96,"[{""label"": ""Uzun bekleme"", ""percent"": 10.4, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 17.6, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 21.6, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 24.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 16.2, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 23.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 29.0, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 45.4, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 24.3, ""color"": ""#F99F1B""}]",87.6,4.54,4.71,3.9,93.99,141.0,336447,30,"[[48, 43, 92, 50, 21, 60, 80, 70, 47, 26, 94, 42, 7, 99, 19, 32, 20, 92, 22, 92, 33, 43, 20, 30], [20, 14, 58, 92, 18, 13, 6, 65, 100, 59, 9, 29, 17, 8, 88, 69, 79, 11, 64, 19, 36, 9, 12, 42], [89, 5, 100, 16, 19, 81, 30, 79, 29, 27, 89, 48, 7, 15, 22, 99, 39, 78, 48, 49, 24, 68, 97, 82], [34, 68, 76, 12, 16, 78, 5, 71, 31, 95, 28, 40, 25, 100, 72, 4, 96, 16, 31, 68, 94, 64, 50, 93], [79, 27, 60, 90, 17, 27, 49, 52, 58, 31, 69, 33, 56, 18, 44, 19, 63, 18, 70, 21, 67, 50, 94, 40], [75, 96, 9, 14, 45, 67, 18, 53, 40, 62, 80, 98, 43, 91, 60, 32, 74, 56, 41, 58, 28, 12, 64, 90], [51, 26, 5, 90, 66, 90, 17, 54, 60, 70, 88, 90, 14, 19, 22, 54, 55, 92, 79, 17, 98, 25, 12, 50]]",1315,21.77,2.89,"[{""platform_id"": 1, ""percent"": 19.3}, {""platform_id"": 2, ""percent"": 49.7}, {""platform_id"": 3, ""percent"": 31.0}]","[{""stars"": 5, ""percent"": 31.0, ""count"": 1985}, {""stars"": 4, ""percent"": 22.5, ""count"": 2366}, {""stars"": 3, ""percent"": 25.7, ""count"": 1691}, {""stars"": 2, ""percent"": 21.9, ""count"": 2048}, {""stars"": 1, ""percent"": 20.8, ""count"": 1119}]","[{""text"": ""Yağlı"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 3}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Tatsız"", ""weight"": 4}, {""text"": ""Kötü"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 1}]","{""restaurant_courier"": {""fee"": 23, ""avg_cost"": 34.79, ""monthly_revenue"": 4890, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 39.14, ""monthly_revenue"": 731167, ""churn_label"": ""DÜŞÜK""}}"
district,34-bahçelievler,Çiğ Köfte,2026-05-01,Getir,716,74415,26.7,38.6,44.4,34.6,11471.25,188184.16,6109833.81,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Çiğ Köfte,2026-05-01,Yemeksepeti,894,69818,26.9,40.0,40.4,44.8,6221.25,315523.31,5451251.8,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Çorba,2026-05-01,Uber Eats Trendyol Go,1571,55549,33.6,42.2,35.9,48.8,4347.58,257601.6,7574695.79,12.67,6.77,"[{""label"": ""Uzun bekleme"", ""percent"": 14.4, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 16.5, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 5.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 18.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 22.2, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 16.1, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 24.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 34.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 12.7, ""color"": ""#F99F1B""}]",87.9,4.13,4.55,3.61,159.21,229.66,1500011,30,"[[64, 75, 24, 68, 11, 54, 37, 67, 79, 52, 82, 90, 49, 40, 45, 11, 7, 79, 9, 20, 50, 48, 98, 78], [7, 84, 47, 52, 16, 58, 48, 49, 56, 48, 11, 88, 35, 35, 34, 86, 43, 79, 14, 92, 12, 43, 18, 47], [25, 6, 72, 45, 8, 62, 88, 58, 76, 69, 57, 38, 6, 93, 64, 79, 6, 44, 52, 77, 53, 45, 77, 16], [66, 16, 92, 90, 30, 47, 67, 68, 89, 47, 25, 82, 42, 50, 59, 29, 67, 85, 13, 72, 31, 40, 37, 10], [42, 77, 55, 32, 83, 99, 15, 95, 78, 16, 79, 47, 38, 12, 76, 71, 64, 58, 30, 48, 13, 87, 42, 68], [42, 59, 88, 73, 44, 29, 57, 55, 36, 83, 69, 62, 89, 74, 27, 6, 84, 94, 70, 27, 77, 67, 31, 88], [99, 63, 38, 85, 72, 82, 59, 76, 97, 84, 11, 70, 29, 50, 63, 22, 34, 23, 99, 91, 42, 59, 56, 44]]",763,27.68,3.27,"[{""platform_id"": 1, ""percent"": 24.3}, {""platform_id"": 2, ""percent"": 25.0}, {""platform_id"": 3, ""percent"": 50.6}]","[{""stars"": 5, ""percent"": 14.0, ""count"": 1906}, {""stars"": 4, ""percent"": 24.0, ""count"": 1631}, {""stars"": 3, ""percent"": 18.6, ""count"": 807}, {""stars"": 2, ""percent"": 13.8, ""count"": 1002}, {""stars"": 1, ""percent"": 20.9, ""count"": 935}]","[{""text"": ""Eksik"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Tatsız"", ""weight"": 3}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Yağlı"", ""weight"": 1}, {""text"": ""Bayat"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 23, ""avg_cost"": 38.17, ""monthly_revenue"": 4441, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 37.79, ""monthly_revenue"": 1457568, ""churn_label"": ""ORTA""}}"
district,34-bahçelievler,Çorba,2026-05-01,Getir,581,23625,46.5,26.7,37.0,46.7,13906.32,251751.71,4817171.23,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Çorba,2026-05-01,Yemeksepeti,869,46010,48.6,39.5,27.8,27.8,12079.28,383233.86,5609787.79,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Dondurma,2026-05-01,Uber Eats Trendyol Go,2877,70797,48.3,30.0,42.7,31.0,5345.05,351671.81,4646429.55,16.69,7.68,"[{""label"": ""Uzun bekleme"", ""percent"": 23.7, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 10.9, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 13.5, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 8.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 8.5, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 29.4, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 18.8, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 27.6, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 21.8, ""color"": ""#F99F1B""}]",82.3,3.99,4.97,3.18,130.85,229.24,882449,19,"[[50, 64, 95, 51, 43, 6, 86, 81, 8, 98, 88, 10, 92, 89, 34, 36, 74, 53, 43, 85, 93, 50, 91, 19], [72, 34, 60, 53, 5, 54, 36, 42, 15, 100, 34, 42, 30, 24, 60, 84, 44, 86, 56, 8, 39, 14, 66, 64], [98, 56, 46, 95, 58, 16, 24, 93, 37, 68, 12, 49, 57, 81, 97, 74, 98, 45, 62, 92, 7, 10, 86, 86], [27, 84, 60, 86, 21, 4, 55, 29, 84, 43, 44, 77, 14, 18, 24, 35, 70, 95, 87, 20, 80, 91, 56, 44], [61, 65, 98, 21, 37, 26, 91, 79, 45, 40, 29, 14, 57, 51, 27, 54, 52, 77, 32, 6, 6, 75, 86, 82], [84, 33, 15, 63, 29, 37, 93, 25, 10, 55, 83, 58, 80, 37, 23, 15, 51, 25, 76, 19, 5, 95, 71, 59], [62, 90, 67, 19, 32, 95, 30, 28, 38, 40, 99, 67, 52, 20, 59, 30, 80, 31, 40, 97, 90, 28, 57, 27]]",2173,30.85,2.04,"[{""platform_id"": 1, ""percent"": 23.2}, {""platform_id"": 2, ""percent"": 49.2}, {""platform_id"": 3, ""percent"": 27.6}]","[{""stars"": 5, ""percent"": 21.3, ""count"": 1008}, {""stars"": 4, ""percent"": 20.5, ""count"": 2201}, {""stars"": 3, ""percent"": 24.7, ""count"": 675}, {""stars"": 2, ""percent"": 10.2, ""count"": 772}, {""stars"": 1, ""percent"": 22.4, ""count"": 1114}]","[{""text"": ""Kötü"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 5}, {""text"": ""Lezzetsiz"", ""weight"": 1}, {""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 22, ""avg_cost"": 34.42, ""monthly_revenue"": 5902, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 39.09, ""monthly_revenue"": 1327291, ""churn_label"": ""DÜŞÜK""}}"
district,34-bahçelievler,Dondurma,2026-05-01,Getir,521,36623,37.6,32.6,44.6,41.8,5454.62,373056.49,3205624.94,,,,,,,,,,,,,,,,,,,,
district,34-bahçelievler,Dondurma,2026-05-01,Yemeksepeti,1234,37058,29.2,34.9,31.8,36.7,4986.13,327563.89,5164648.29,,,,,,,,,,,,,,,,,,,,
district,34-bakırköy,,2026-05-01,Uber Eats Trendyol Go,1566,27657,32.8,44.6,35.0,49.3,7091.01,240148.05,5150430.09,23.06,6.16,"[{""label"": ""Uzun bekleme"", ""percent"": 25.7, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 28.2, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 15.3, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 15.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 8.3, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 24.7, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 19.8, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 48.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 21.1, ""color"": ""#F99F1B""}]",93.1,4.33,4.72,3.03,86.55,149.3,1286180,23,"[[24, 94, 63, 59, 18, 67, 9, 60, 49, 94, 75, 66, 62, 67, 18, 96, 22, 19, 48, 15, 30, 40, 27, 25], [99, 69, 38, 76, 88, 78, 31, 78, 4, 71, 77, 27, 57, 13, 35, 67, 90, 16, 46, 7, 40, 91, 91, 19], [54, 51, 79, 17, 45, 23, 7, 14, 62, 94, 88, 65, 62, 84, 38, 80, 88, 4, 46, 9, 87, 83, 61, 45], [97, 97, 76, 20, 31, 10, 86, 40, 45, 11, 99, 13, 74, 81, 52, 15, 55, 36, 26, 34, 55, 15, 6, 30], [24, 53, 55, 40, 86, 100, 87, 23, 19, 42, 66, 59, 98, 43, 91, 81, 20, 49, 89, 16, 51, 69, 29, 66], [61, 53, 64, 38, 76, 80, 58, 15, 100, 58, 51, 82, 27, 59, 84, 58, 15, 9, 69, 47, 63, 90, 32, 86], [91, 95, 23, 67, 71, 84, 86, 71, 14, 41, 63, 59, 14, 65, 42, 23, 20, 91, 42, 35, 70, 58, 41, 76]]",695,26.02,3.38,"[{""platform_id"": 1, ""percent"": 32.9}, {""platform_id"": 2, ""percent"": 33.0}, {""platform_id"": 3, ""percent"": 34.2}]","[{""stars"": 5, ""percent"": 20.3, ""count"": 1451}, {""stars"": 4, ""percent"": 24.9, ""count"": 1964}, {""stars"": 3, ""percent"": 27.2, ""count"": 1227}, {""stars"": 2, ""percent"": 15.1, ""count"": 667}, {""stars"": 1, ""percent"": 20.4, ""count"": 333}]","[{""text"": ""Geç"", ""weight"": 1}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Lezzetsiz"", ""weight"": 3}, {""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Kötü"", ""weight"": 5}, {""text"": ""Bayat"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 29, ""avg_cost"": 37.48, ""monthly_revenue"": 5171, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 39.5, ""monthly_revenue"": 896284, ""churn_label"": ""DÜŞÜK""}}"
district,34-bakırköy,,2026-05-01,Getir,1258,25126,43.7,37.1,42.4,27.7,9878.14,151461.77,3583391.3,,,,,,,,,,,,,,,,,,,,
district,34-bakırköy,,2026-05-01,Yemeksepeti,1203,62978,36.9,38.8,42.4,49.1,10620.76,271680.62,6092496.87,,,,,,,,,,,,,,,,,,,,
district,34-bakırköy,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,1977,65263,41.8,38.8,32.9,32.6,5375.98,153468.98,3559562.51,5.32,14.65,"[{""label"": ""Uzun bekleme"", ""percent"": 26.5, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 10.2, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 18.0, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 21.2, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 13.7, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 22.5, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 25.8, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 25.7, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 16.0, ""color"": ""#F99F1B""}]",81.6,4.12,4.51,3.0,98.29,232.42,1317216,30,"[[6, 61, 78, 35, 29, 41, 76, 54, 10, 46, 5, 17, 84, 95, 59, 57, 67, 98, 78, 80, 97, 74, 41, 8], [66, 55, 66, 69, 79, 96, 82, 90, 66, 33, 95, 11, 71, 6, 58, 77, 44, 74, 12, 38, 86, 57, 64, 18], [67, 83, 86, 48, 61, 93, 59, 6, 24, 40, 96, 28, 64, 48, 60, 33, 68, 32, 79, 91, 47, 81, 95, 88], [63, 20, 41, 96, 95, 53, 57, 90, 87, 98, 50, 64, 24, 83, 30, 40, 92, 99, 15, 89, 65, 20, 26, 29], [24, 81, 66, 16, 57, 67, 42, 34, 30, 75, 10, 6, 49, 37, 49, 90, 24, 26, 68, 8, 12, 47, 59, 18], [83, 33, 19, 75, 32, 66, 37, 47, 49, 9, 75, 38, 23, 92, 69, 81, 89, 17, 94, 10, 60, 62, 100, 18], [17, 82, 82, 17, 75, 9, 68, 17, 25, 84, 19, 30, 50, 24, 97, 41, 94, 60, 68, 67, 97, 16, 23, 86]]",1989,21.69,2.21,"[{""platform_id"": 1, ""percent"": 30.4}, {""platform_id"": 2, ""percent"": 44.7}, {""platform_id"": 3, ""percent"": 24.9}]","[{""stars"": 5, ""percent"": 20.4, ""count"": 2074}, {""stars"": 4, ""percent"": 15.1, ""count"": 2457}, {""stars"": 3, ""percent"": 22.1, ""count"": 1087}, {""stars"": 2, ""percent"": 20.1, ""count"": 674}, {""stars"": 1, ""percent"": 10.3, ""count"": 1149}]","[{""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Kötü"", ""weight"": 4}, {""text"": ""Geç"", ""weight"": 4}, {""text"": ""Tatsız"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Az porsiyon"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 26, ""avg_cost"": 43.87, ""monthly_revenue"": 6625, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 36.55, ""monthly_revenue"": 1452485, ""churn_label"": ""DÜŞÜK""}}"
district,34-bakırköy,Balık & Deniz Ürünleri,2026-05-01,Getir,847,42171,32.9,44.6,28.3,26.5,12351.12,315044.04,6207328.77,,,,,,,,,,,,,,,,,,,,
