scope,district_id,neighborhood,category,period_date,platform,customers,ad_budget,campaign_rate,coupon_rate,flash_rate,joker_rate,daily_forecast,monthly_forecast,yearly_forecast,cancel_rate,return_rate,cancel_reasons_json,return_reasons_json,area_performance_score,area_rating,highest_rating,lowest_rating,avg_basket,avg_menu_price,avg_monthly_revenue,courier_fee,hourly_heatmap_json,negative_comment_total,negative_comment_rate,negative_avg_rating,platform_negative_distribution_json,rating_distribution_json,negative_word_cloud_json,courier_comparison_json
neighborhood,34-beyoğlu,Bedrettin,Börek,2026-05-01,Uber Eats Trendyol Go,2938,54034,32.7,40.1,29.7,31.9,8394.07,230606.98,5142115.28,15.91,14.55,"[{""label"": ""Uzun bekleme"", ""percent"": 20.1, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 25.3, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 10.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 5.8, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 17.6, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 21.1, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 22.1, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 42.1, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 20.9, ""color"": ""#F99F1B""}]",76.6,3.76,5.0,2.82,142.6,124.6,1681106,21,"[[10, 15, 39, 12, 18, 68, 23, 53, 84, 11, 59, 92, 9, 53, 71, 25, 95, 97, 14, 64, 83, 60, 57, 38], [86, 55, 67, 6, 47, 67, 42, 25, 4, 48, 8, 86, 11, 72, 8, 5, 8, 12, 71, 87, 23, 57, 4, 92], [55, 27, 11, 19, 19, 82, 81, 5, 53, 72, 75, 65, 4, 99, 97, 81, 9, 78, 10, 43, 24, 35, 23, 56], [98, 85, 56, 32, 94, 39, 48, 55, 43, 47, 8, 85, 84, 37, 8, 94, 65, 79, 91, 41, 22, 86, 48, 80], [22, 20, 5, 25, 12, 33, 83, 86, 45, 20, 7, 64, 56, 37, 91, 35, 47, 76, 31, 23, 50, 57, 19, 86], [69, 29, 92, 64, 9, 19, 47, 62, 65, 43, 43, 14, 85, 57, 58, 23, 18, 40, 93, 45, 97, 76, 69, 43], [90, 87, 70, 93, 84, 38, 65, 86, 14, 58, 85, 100, 86, 77, 92, 32, 57, 97, 16, 67, 90, 45, 52, 74]]",1199,28.44,2.95,"[{""platform_id"": 1, ""percent"": 33.7}, {""platform_id"": 2, ""percent"": 41.8}, {""platform_id"": 3, ""percent"": 24.5}]","[{""stars"": 5, ""percent"": 32.0, ""count"": 1028}, {""stars"": 4, ""percent"": 25.0, ""count"": 1549}, {""stars"": 3, ""percent"": 19.9, ""count"": 560}, {""stars"": 2, ""percent"": 28.4, ""count"": 1800}, {""stars"": 1, ""percent"": 10.9, ""count"": 1232}]","[{""text"": ""Bayat"", ""weight"": 4}, {""text"": ""Lezzetsiz"", ""weight"": 2}, {""text"": ""Soğuk"", ""weight"": 2}, {""text"": ""Yağlı"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 3}, {""text"": ""Tatsız"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 17, ""avg_cost"": 27.06, ""monthly_revenue"": 4395, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 34.39, ""monthly_revenue"": 1433430, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-beyoğlu,Bedrettin,Börek,2026-05-01,Getir,1436,27842,44.0,35.4,29.2,33.5,8921.52,172611.36,3143167.04,,,,,,,,,,,,,,,,,,,,
neighborhood,34-beyoğlu,Bedrettin,Börek,2026-05-01,Yemeksepeti,2249,25660,41.5,37.4,39.3,34.3,10306.15,386476.82,4737520.12,,,,,,,,,,,,,,,,,,,,
neighborhood,34-beyoğlu,Bedrettin,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,1522,41292,43.8,42.4,29.7,25.3,7306.67,157195.83,6539985.81,12.15,12.94,"[{""label"": ""Uzun bekleme"", ""percent"": 19.7, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 13.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 18.2, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 29.0, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 5.1, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 29.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 24.6, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 37.5, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 21.2, ""color"": ""#F99F1B""}]",73.9,4.36,4.57,2.94,120.08,169.06,1999849,28,"[[28, 5, 68, 34, 81, 93, 92, 65, 65, 21, 88, 47, 18, 73, 68, 33, 28, 75, 84, 79, 46, 35, 42, 79], [14, 8, 26, 53, 32, 80, 73, 98, 57, 40, 79, 32, 51, 41, 37, 79, 83, 86, 66, 5, 61, 47, 44, 41], [50, 28, 72, 73, 25, 23, 34, 86, 97, 38, 7, 76, 19, 61, 8, 68, 92, 76, 45, 66, 43, 31, 71, 22], [58, 67, 71, 23, 75, 24, 60, 49, 78, 70, 61, 52, 71, 9, 63, 77, 74, 12, 9, 49, 19, 92, 33, 17], [43, 59, 78, 24, 78, 83, 32, 30, 84, 68, 52, 99, 90, 31, 37, 49, 68, 66, 25, 32, 53, 35, 87, 52], [23, 71, 46, 99, 94, 68, 40, 86, 79, 73, 13, 17, 85, 37, 51, 66, 50, 71, 96, 62, 32, 72, 56, 73], [71, 7, 50, 10, 92, 62, 42, 44, 16, 19, 46, 26, 41, 63, 13, 71, 98, 60, 99, 14, 6, 87, 8, 7]]",1312,15.02,2.08,"[{""platform_id"": 1, ""percent"": 19.7}, {""platform_id"": 2, ""percent"": 26.9}, {""platform_id"": 3, ""percent"": 53.4}]","[{""stars"": 5, ""percent"": 26.5, ""count"": 1164}, {""stars"": 4, ""percent"": 29.6, ""count"": 1749}, {""stars"": 3, ""percent"": 24.5, ""count"": 1585}, {""stars"": 2, ""percent"": 17.9, ""count"": 763}, {""stars"": 1, ""percent"": 10.6, ""count"": 926}]","[{""text"": ""Lezzetsiz"", ""weight"": 4}, {""text"": ""Eksik"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Tatsız"", ""weight"": 5}, {""text"": ""Geç"", ""weight"": 5}]","{""restaurant_courier"": {""fee"": 24, ""avg_cost"": 39.4, ""monthly_revenue"": 6022, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 30.38, ""monthly_revenue"": 1270809, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-beyoğlu,Bedrettin,Çiğ Köfte,2026-05-01,Getir,2564,24635,32.4,33.1,27.0,46.8,12089.12,359861.96,5347952.09,,,,,,,,,,,,,,,,,,,,
neighborhood,34-beyoğlu,Bedrettin,Çiğ Köfte,2026-05-01,Yemeksepeti,841,56412,39.2,29.2,36.2,44.5,5376.81,271118.97,3655456.99,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,19 Mayıs,,2026-05-01,Uber Eats Trendyol Go,2717,36077,35.1,33.7,32.6,46.2,14846.36,337840.8,4366613.46,10.02,8.92,"[{""label"": ""Uzun bekleme"", ""percent"": 12.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 11.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 14.0, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 9.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 7.7, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 10.6, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 27.0, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 28.4, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 24.1, ""color"": ""#F99F1B""}]",70.8,4.77,4.94,3.14,120.31,201.6,1062010,27,"[[77, 31, 20, 68, 66, 99, 37, 93, 35, 41, 21, 10, 46, 6, 24, 40, 11, 78, 4, 49, 9, 75, 84, 30], [94, 93, 40, 48, 11, 29, 61, 33, 51, 5, 81, 26, 87, 53, 76, 26, 47, 93, 91, 96, 86, 24, 58, 12], [64, 51, 14, 50, 36, 15, 70, 73, 87, 21, 94, 26, 91, 68, 61, 8, 11, 22, 12, 31, 58, 100, 87, 15], [31, 81, 78, 76, 25, 30, 23, 31, 79, 91, 68, 95, 60, 95, 39, 90, 86, 41, 46, 16, 24, 22, 63, 57], [87, 91, 88, 4, 61, 72, 57, 58, 4, 61, 93, 55, 41, 40, 87, 89, 20, 4, 62, 8, 67, 66, 17, 33], [86, 51, 90, 77, 82, 23, 96, 34, 35, 15, 26, 74, 83, 78, 68, 44, 18, 15, 69, 98, 59, 98, 90, 4], [48, 38, 20, 29, 13, 16, 87, 25, 52, 21, 49, 61, 38, 69, 80, 39, 54, 55, 94, 67, 43, 53, 95, 45]]",1901,15.48,2.68,"[{""platform_id"": 1, ""percent"": 34.9}, {""platform_id"": 2, ""percent"": 38.0}, {""platform_id"": 3, ""percent"": 27.1}]","[{""stars"": 5, ""percent"": 15.8, ""count"": 761}, {""stars"": 4, ""percent"": 20.0, ""count"": 1826}, {""stars"": 3, ""percent"": 17.1, ""count"": 1153}, {""stars"": 2, ""percent"": 23.3, ""count"": 2438}, {""stars"": 1, ""percent"": 15.7, ""count"": 428}]","[{""text"": ""Geç"", ""weight"": 3}, {""text"": ""Yağlı"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 3}, {""text"": ""Tatsız"", ""weight"": 4}, {""text"": ""Az porsiyon"", ""weight"": 3}, {""text"": ""Kötü"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 23, ""avg_cost"": 41.87, ""monthly_revenue"": 5793, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 34.81, ""monthly_revenue"": 858008, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-büyükçekmece,19 Mayıs,,2026-05-01,Getir,1434,66262,28.8,25.1,36.4,41.2,11716.6,389130.44,4446907.21,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,19 Mayıs,,2026-05-01,Yemeksepeti,2797,21595,45.4,34.1,33.5,45.6,11000.13,262409.66,7101690.84,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,19 Mayıs,Balık & Deniz Ürünleri,2026-05-01,Uber Eats Trendyol Go,1348,69716,33.6,25.7,35.4,40.1,8340.66,172469.44,3259039.2,22.65,8.36,"[{""label"": ""Uzun bekleme"", ""percent"": 15.8, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 10.0, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 5.8, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 25.6, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 22.9, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 18.5, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 27.4, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 41.6, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 22.9, ""color"": ""#F99F1B""}]",93.2,3.95,4.68,3.64,146.69,208.02,1514274,26,"[[63, 83, 17, 88, 60, 24, 14, 37, 70, 55, 75, 72, 25, 85, 34, 75, 94, 49, 48, 19, 89, 48, 17, 7], [89, 78, 35, 36, 55, 58, 60, 34, 10, 68, 73, 4, 37, 73, 88, 4, 71, 15, 26, 97, 66, 20, 67, 93], [39, 59, 5, 9, 14, 100, 19, 15, 50, 59, 57, 34, 84, 19, 98, 12, 7, 97, 69, 38, 73, 51, 47, 62], [93, 81, 86, 28, 81, 91, 32, 70, 16, 22, 36, 6, 17, 40, 66, 55, 53, 78, 54, 39, 74, 37, 59, 15], [46, 82, 17, 7, 18, 42, 44, 25, 77, 60, 87, 17, 62, 88, 29, 98, 5, 39, 28, 90, 16, 12, 28, 68], [60, 45, 4, 76, 28, 13, 85, 4, 97, 56, 95, 17, 65, 32, 47, 93, 48, 89, 83, 82, 66, 19, 65, 65], [60, 24, 18, 58, 52, 40, 11, 14, 53, 26, 45, 76, 47, 29, 36, 50, 38, 62, 82, 100, 64, 21, 72, 99]]",627,25.04,2.9,"[{""platform_id"": 1, ""percent"": 32.3}, {""platform_id"": 2, ""percent"": 47.7}, {""platform_id"": 3, ""percent"": 20.0}]","[{""stars"": 5, ""percent"": 18.0, ""count"": 1212}, {""stars"": 4, ""percent"": 29.7, ""count"": 1678}, {""stars"": 3, ""percent"": 16.6, ""count"": 1977}, {""stars"": 2, ""percent"": 20.7, ""count"": 2433}, {""stars"": 1, ""percent"": 21.5, ""count"": 711}]","[{""text"": ""Eksik"", ""weight"": 1}, {""text"": ""Yağlı"", ""weight"": 2}, {""text"": ""Bayat"", ""weight"": 4}, {""text"": ""Az porsiyon"", ""weight"": 1}, {""text"": ""Soğuk"", ""weight"": 2}, {""text"": ""Lezzetsiz"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 23, ""avg_cost"": 39.31, ""monthly_revenue"": 5887, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 32.14, ""monthly_revenue"": 770903, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-büyükçekmece,19 Mayıs,Balık & Deniz Ürünleri,2026-05-01,Getir,1974,29176,45.4,28.5,38.7,37.5,7793.48,378575.72,7514025.42,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,19 Mayıs,Balık & Deniz Ürünleri,2026-05-01,Yemeksepeti,1752,50946,37.1,44.1,26.1,33.0,8741.67,314220.9,5450959.95,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,19 Mayıs,Börek,2026-05-01,Uber Eats Trendyol Go,2684,45223,39.2,37.4,31.7,47.8,6065.61,271205.24,5759856.31,10.31,10.19,"[{""label"": ""Uzun bekleme"", ""percent"": 29.7, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 22.8, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 13.1, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 15.0, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 11.5, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 22.8, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 15.7, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 27.8, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 10.3, ""color"": ""#F99F1B""}]",89.7,3.73,4.6,2.98,156.14,279.86,1829319,18,"[[36, 24, 66, 37, 20, 91, 46, 68, 76, 17, 50, 80, 52, 45, 42, 46, 90, 73, 23, 65, 31, 62, 93, 27], [6, 37, 18, 59, 68, 79, 29, 81, 92, 38, 25, 38, 19, 71, 44, 6, 41, 71, 79, 11, 5, 53, 6, 54], [67, 5, 71, 94, 67, 55, 20, 38, 7, 69, 20, 75, 31, 31, 84, 10, 7, 90, 77, 27, 64, 31, 33, 70], [45, 23, 75, 80, 26, 44, 67, 7, 22, 95, 55, 90, 67, 24, 12, 73, 25, 49, 66, 13, 50, 61, 66, 33], [96, 19, 65, 46, 34, 55, 33, 81, 60, 72, 52, 87, 80, 9, 32, 54, 18, 71, 39, 34, 82, 96, 56, 72], [25, 24, 78, 69, 87, 28, 30, 56, 78, 13, 79, 47, 60, 17, 64, 74, 30, 5, 10, 92, 28, 7, 84, 51], [52, 43, 36, 14, 45, 74, 80, 55, 74, 78, 91, 66, 43, 70, 23, 88, 73, 62, 44, 86, 72, 98, 30, 91]]",1286,34.94,2.15,"[{""platform_id"": 1, ""percent"": 34.1}, {""platform_id"": 2, ""percent"": 44.1}, {""platform_id"": 3, ""percent"": 21.8}]","[{""stars"": 5, ""percent"": 16.1, ""count"": 1766}, {""stars"": 4, ""percent"": 15.3, ""count"": 2335}, {""stars"": 3, ""percent"": 16.9, ""count"": 2238}, {""stars"": 2, ""percent"": 11.7, ""count"": 1946}, {""stars"": 1, ""percent"": 14.8, ""count"": 616}]","[{""text"": ""Bayat"", ""weight"": 2}, {""text"": ""Kötü"", ""weight"": 2}, {""text"": ""Yağlı"", ""weight"": 5}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Lezzetsiz"", ""weight"": 5}, {""text"": ""Az porsiyon"", ""weight"": 3}]","{""restaurant_courier"": {""fee"": 30, ""avg_cost"": 29.66, ""monthly_revenue"": 3712, ""churn_label"": ""YÜKSEK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 37.89, ""monthly_revenue"": 1322269, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-büyükçekmece,19 Mayıs,Börek,2026-05-01,Getir,740,77022,32.4,41.6,33.1,26.6,6748.4,397163.17,5785198.41,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,19 Mayıs,Börek,2026-05-01,Yemeksepeti,2012,51359,44.7,26.2,32.5,43.7,10651.88,339824.31,5362136.21,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,19 Mayıs,Çiğ Köfte,2026-05-01,Uber Eats Trendyol Go,2831,47242,33.7,37.9,38.1,46.3,4102.19,317684.43,5032308.02,24.95,10.37,"[{""label"": ""Uzun bekleme"", ""percent"": 6.2, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 10.1, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 17.9, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 16.1, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 21.5, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 14.2, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 24.9, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 47.8, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 25.2, ""color"": ""#F99F1B""}]",80.9,3.73,4.51,2.88,134.79,165.08,633232,21,"[[96, 79, 91, 13, 88, 60, 48, 89, 52, 66, 31, 100, 47, 9, 91, 72, 26, 20, 92, 5, 95, 39, 67, 88], [90, 92, 32, 6, 16, 79, 20, 37, 77, 90, 7, 61, 39, 69, 71, 26, 39, 16, 74, 31, 86, 31, 49, 57], [63, 22, 7, 64, 90, 91, 12, 86, 79, 6, 17, 38, 94, 65, 32, 97, 39, 98, 21, 63, 26, 26, 10, 70], [77, 51, 72, 91, 5, 82, 7, 88, 17, 50, 13, 63, 40, 88, 73, 79, 68, 56, 20, 20, 6, 56, 72, 57], [65, 35, 56, 39, 34, 84, 72, 80, 38, 12, 51, 24, 35, 49, 79, 70, 27, 86, 11, 21, 77, 85, 9, 12], [54, 95, 55, 51, 17, 50, 12, 63, 37, 66, 60, 100, 100, 24, 35, 89, 40, 30, 91, 59, 54, 84, 57, 40], [60, 83, 71, 88, 88, 41, 84, 59, 46, 87, 4, 31, 34, 49, 6, 38, 53, 68, 93, 10, 93, 17, 45, 92]]",1050,23.96,3.44,"[{""platform_id"": 1, ""percent"": 27.2}, {""platform_id"": 2, ""percent"": 36.9}, {""platform_id"": 3, ""percent"": 35.9}]","[{""stars"": 5, ""percent"": 19.8, ""count"": 1004}, {""stars"": 4, ""percent"": 15.6, ""count"": 2490}, {""stars"": 3, ""percent"": 27.5, ""count"": 2295}, {""stars"": 2, ""percent"": 23.9, ""count"": 1202}, {""stars"": 1, ""percent"": 13.2, ""count"": 713}]","[{""text"": ""Az porsiyon"", ""weight"": 5}, {""text"": ""Kötü"", ""weight"": 3}, {""text"": ""Geç"", ""weight"": 3}, {""text"": ""Lezzetsiz"", ""weight"": 4}, {""text"": ""Tatsız"", ""weight"": 4}, {""text"": ""Bayat"", ""weight"": 2}]","{""restaurant_courier"": {""fee"": 23, ""avg_cost"": 29.37, ""monthly_revenue"": 5029, ""churn_label"": ""DÜŞÜK""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 33.73, ""monthly_revenue"": 1221932, ""churn_label"": ""DÜŞÜK""}}"
neighborhood,34-büyükçekmece,19 Mayıs,Çiğ Köfte,2026-05-01,Getir,1212,36036,35.3,44.9,33.7,40.2,14274.84,261217.57,7222636.69,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,19 Mayıs,Çiğ Köfte,2026-05-01,Yemeksepeti,2412,62296,49.9,32.9,37.3,46.1,13568.18,331919.17,7683431.24,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,Ahmediye,,2026-05-01,Uber Eats Trendyol Go,829,55974,36.6,38.5,33.2,34.6,10439.85,292529.65,4003034.87,18.0,3.66,"[{""label"": ""Uzun bekleme"", ""percent"": 26.3, ""color"": ""#EE4444""}, {""label"": ""Yanlış ürün"", ""percent"": 13.5, ""color"": ""#A65EEA""}, {""label"": ""Lezzet"", ""percent"": 14.7, ""color"": ""#22CCEE""}, {""label"": ""Ürün stokta yok"", ""percent"": 21.9, ""color"": ""#66DD22""}, {""label"": ""Diğer"", ""percent"": 10.3, ""color"": ""#F99F1B""}]","[{""label"": ""Eksik Malzeme"", ""percent"": 29.4, ""color"": ""#EE4444""}, {""label"": ""Soğuk Geldi"", ""percent"": 26.2, ""color"": ""#A65EEA""}, {""label"": ""Yanlış Sipariş"", ""percent"": 24.0, ""color"": ""#22CCEE""}, {""label"": ""Ambalaj"", ""percent"": 28.7, ""color"": ""#F99F1B""}]",86.3,4.64,4.96,3.42,115.47,221.38,548523,29,"[[89, 12, 28, 60, 47, 55, 43, 75, 57, 60, 99, 18, 37, 32, 56, 39, 72, 77, 33, 52, 14, 63, 44, 80], [5, 68, 69, 84, 65, 92, 5, 11, 23, 51, 17, 71, 75, 25, 75, 18, 54, 9, 25, 100, 45, 35, 34, 37], [41, 12, 18, 4, 25, 26, 8, 13, 32, 76, 21, 13, 56, 7, 84, 77, 21, 23, 71, 82, 28, 62, 4, 98], [80, 97, 83, 66, 26, 57, 35, 34, 23, 76, 29, 32, 89, 10, 5, 23, 30, 25, 73, 92, 45, 24, 19, 22], [38, 5, 9, 53, 21, 20, 38, 16, 65, 42, 99, 71, 55, 9, 6, 55, 38, 79, 91, 69, 68, 98, 24, 36], [62, 92, 59, 81, 7, 85, 25, 79, 5, 98, 26, 63, 55, 78, 94, 81, 78, 6, 38, 44, 9, 90, 75, 27], [6, 85, 25, 59, 96, 83, 20, 62, 74, 25, 91, 83, 66, 24, 98, 46, 31, 77, 71, 28, 93, 66, 41, 44]]",1424,23.88,2.08,"[{""platform_id"": 1, ""percent"": 28.5}, {""platform_id"": 2, ""percent"": 41.1}, {""platform_id"": 3, ""percent"": 30.4}]","[{""stars"": 5, ""percent"": 16.7, ""count"": 1755}, {""stars"": 4, ""percent"": 15.5, ""count"": 1898}, {""stars"": 3, ""percent"": 20.2, ""count"": 1099}, {""stars"": 2, ""percent"": 14.0, ""count"": 1827}, {""stars"": 1, ""percent"": 5.2, ""count"": 979}]","[{""text"": ""Kötü"", ""weight"": 5}, {""text"": ""Geç"", ""weight"": 2}, {""text"": ""Eksik"", ""weight"": 4}, {""text"": ""Soğuk"", ""weight"": 5}, {""text"": ""Tatsız"", ""weight"": 1}, {""text"": ""Az porsiyon"", ""weight"": 4}]","{""restaurant_courier"": {""fee"": 25, ""avg_cost"": 44.43, ""monthly_revenue"": 5492, ""churn_label"": ""ORTA""}, ""own_courier"": {""fee"": 0, ""avg_cost"": 31.77, ""monthly_revenue"": 976339, ""churn_label"": ""ORTA""}}"
neighborhood,34-büyükçekmece,Ahmediye,,2026-05-01,Getir,1616,27739,30.4,42.6,29.7,34.5,14056.76,254210.19,7179370.31,,,,,,,,,,,,,,,,,,,,
neighborhood,34-büyükçekmece,Ahmediye,,2026-05-01,Yemeksepeti,1246,34636,25.8,38.2,42.1,38.8,10570.46,265292.44,6425235.55,,,,,,,,,,,,,,,,,,,,
